air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,snow_depth,snow_water_equivalent,snow_soiling_rooftop,snow_soiling_ground,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,zenith,period_end,period
15,0.16,-90,50,593,190,176,0,12,50,593,190,176,19.2,0,83.5,971.5,0,0,0,0,283,277,7.4,3.8,76,2024-04-14T12:40:00Z,PT5M
15,0.16,-91,52,612,206,195,0,12.1,52,612,206,195,19.2,0,82.8,971.5,0,0,0,0,285,280,7.4,3.9,75,2024-04-14T12:45:00Z,PT5M
15,0.16,-92,54,630,222,214,0,12.2,54,630,222,214,19.1,0,82,971.5,0,0,0,0,287,282,7.3,3.9,75,2024-04-14T12:50:00Z,PT5M
15,0.16,-92,56,647,238,233,13.6,12.2,102,369,205,201,19,0,81.3,971.5,0,0,0,0,290,284,7.3,4,74,2024-04-14T12:55:00Z,PT5M
16,0.16,-93,57,663,254,253,0,12.3,57,663,254,253,19,0,80.6,971.6,0,0,0,0,292,286,7.3,4,73,2024-04-14T13:00:00Z,PT5M
16,0.16,-94,59,678,270,273,0.2,12.3,60,672,270,272,18.9,0,79.8,971.6,0,0,0,0,294,288,7.2,4,72,2024-04-14T13:05:00Z,PT5M
16,0.16,-95,60,692,287,293,7.2,12.4,92,531,266,270,18.7,0,79,971.6,0,0,0,0,296,290,6.9,4,71,2024-04-14T13:10:00Z,PT5M
16,0.16,-96,62,705,303,313,6.9,12.4,94,550,282,289,18.6,0,78.2,971.6,0,0,0,0,297,291,6.7,3.9,70,2024-04-14T13:15:00Z,PT5M
16,0.16,-97,63,718,320,333,0,12.4,63,718,320,333,18.4,0,77.4,971.6,0,0,0,0,299,293,6.5,3.8,69,2024-04-14T13:20:00Z,PT5M
17,0.16,-98,65,730,336,353,0,12.5,65,730,336,353,18.3,0,76.7,971.6,0,0,0,0,301,295,6.3,3.8,68,2024-04-14T13:25:00Z,PT5M
17,0.16,-99,66,741,352,373,0,12.5,66,741,352,373,18.2,0,75.9,971.7,0,0,0,0,303,297,6.1,3.7,67,2024-04-14T13:30:00Z,PT5M
17,0.16,-100,67,752,369,393,0,12.6,67,752,369,393,18,0,75.2,971.7,0,0,0,0,305,299,5.8,3.7,66,2024-04-14T13:35:00Z,PT5M
17,0.16,-100,68,762,385,413,0,12.6,68,762,385,413,17.9,0,74.4,971.7,0,0,0,0,307,301,5.7,3.6,65,2024-04-14T13:40:00Z,PT5M
17,0.16,-101,69,772,401,433,0,12.7,69,772,401,433,17.7,0,73.7,971.7,0,0,0,0,309,304,5.5,3.6,65,2024-04-14T13:45:00Z,PT5M
18,0.16,-102,71,781,417,453,0,12.7,71,781,417,453,17.6,0,73,971.7,0,0,0,0,312,306,5.3,3.5,64,2024-04-14T13:50:00Z,PT5M
18,0.16,-103,72,790,433,473,0,12.7,72,790,433,473,17.5,0,72.2,971.7,0,0,0,0,315,308,5.1,3.5,63,2024-04-14T13:55:00Z,PT5M
18,0.16,-104,73,798,449,493,0,12.8,73,798,449,493,17.3,0,71.5,971.8,0,0,0,0,318,310,5,3.5,62,2024-04-14T14:00:00Z,PT5M
18,0.16,-105,74,806,465,512,0,12.8,74,806,465,512,17.2,0,70.6,971.8,0,0,0,0,320,313,4.9,3.5,61,2024-04-14T14:05:00Z,PT5M
18,0.16,-106,74,814,480,532,0,12.7,74,814,480,532,17,0,69.3,971.8,0,0,0,0,322,315,4.8,3.4,60,2024-04-14T14:10:00Z,PT5M
19,0.16,-107,75,821,496,551,0,12.7,75,821,496,551,16.9,0,68.1,971.8,0,0,0,0,324,318,4.8,3.4,59,2024-04-14T14:15:00Z,PT5M
19,0.16,-108,76,828,511,570,0,12.6,76,828,511,570,16.8,0,66.9,971.9,0,0,0,0,326,320,4.7,3.4,58,2024-04-14T14:20:00Z,PT5M
19,0.16,-109,77,835,526,589,0,12.5,77,835,526,589,16.6,0,65.7,971.9,0,0,0,0,329,323,4.7,3.4,57,2024-04-14T14:25:00Z,PT5M
19,0.16,-110,78,841,541,608,0,12.5,78,841,541,608,16.5,0,64.5,971.9,0,0,0,0,331,325,4.7,3.4,57,2024-04-14T14:30:00Z,PT5M
20,0.16,-111,79,848,555,626,0,12.4,79,848,555,626,16.4,0,63.4,971.9,0,0,0,0,333,328,4.6,3.4,56,2024-04-14T14:35:00Z,PT5M
20,0.16,-112,79,853,570,644,0,12.4,79,853,570,644,16.2,0,62.3,972,0,0,0,0,335,330,4.6,3.4,55,2024-04-14T14:40:00Z,PT5M
20,0.16,-114,80,859,584,662,0,12.3,80,859,584,662,16.1,0,61.2,972,0,0,0,0,337,333,4.6,3.4,54,2024-04-14T14:45:00Z,PT5M
20,0.16,-115,81,864,598,680,0,12.2,81,864,598,680,16,0,60.1,972,0,0,0,0,340,335,4.6,3.4,53,2024-04-14T14:50:00Z,PT5M
21,0.16,-116,81,870,612,697,0,12.2,81,870,612,697,15.8,0,59,972,0,0,0,0,342,338,4.6,3.4,52,2024-04-14T14:55:00Z,PT5M
21,0.16,-117,82,874,625,714,0,12.1,82,874,625,714,15.7,0,58,972.1,0,0,0,0,344,340,4.6,3.5,52,2024-04-14T15:00:00Z,PT5M
21,0.16,-118,83,879,639,731,0,12,83,879,639,731,15.6,0,56.9,972.1,0,0,0,0,345,342,4.7,3.5,51,2024-04-14T15:05:00Z,PT5M
21,0.16,-119,83,884,652,747,0,11.9,83,884,652,747,15.5,0,55.9,972.1,0,0,0,0,345,342,4.6,3.5,50,2024-04-14T15:10:00Z,PT5M
21,0.16,-121,83,889,664,763,0,11.7,83,889,664,763,15.4,0,54.8,972.2,0,0,0,0,346,343,4.6,3.5,49,2024-04-14T15:15:00Z,PT5M
21,0.16,-122,84,893,677,779,0,11.5,84,893,677,779,15.4,0,53.8,972.2,0,0,0,0,346,343,4.6,3.4,48,2024-04-14T15:20:00Z,PT5M
21,0.16,-123,84,897,689,794,0,11.4,84,897,689,794,15.3,0,52.7,972.3,0,0,0,0,346,344,4.6,3.4,48,2024-04-14T15:25:00Z,PT5M
22,0.16,-125,84,901,701,809,0,11.2,84,901,701,809,15.2,0,51.7,972.3,0,0,0,0,347,344,4.6,3.4,47,2024-04-14T15:30:00Z,PT5M
22,0.16,-126,85,905,712,824,0,11,85,905,712,824,15.1,0,50.7,972.3,0,0,0,0,347,345,4.6,3.4,46,2024-04-14T15:35:00Z,PT5M
22,0.16,-127,85,909,723,838,0,10.9,85,909,723,838,15,0,49.8,972.4,0,0,0,0,347,346,4.6,3.4,45,2024-04-14T15:40:00Z,PT5M
22,0.16,-129,85,913,734,852,0,10.7,85,913,734,852,14.9,0,48.8,972.4,0,0,0,0,347,346,4.5,3.4,45,2024-04-14T15:45:00Z,PT5M
22,0.16,-130,85,916,745,865,0,10.5,85,916,745,865,14.9,0,47.9,972.5,0,0,0,0,348,347,4.5,3.4,44,2024-04-14T15:50:00Z,PT5M
22,0.16,-132,85,919,755,878,0,10.4,85,919,755,878,14.8,0,47,972.5,0,0,0,0,348,347,4.5,3.4,43,2024-04-14T15:55:00Z,PT5M
22,0.16,-133,86,923,765,891,0,10.2,86,923,765,891,14.7,0,46.1,972.5,0,0,0,0,348,348,4.5,3.4,43,2024-04-14T16:00:00Z,PT5M
22,0.16,-135,86,925,774,903,0,10,86,925,774,903,14.6,0,45.3,972.6,0,0,0,0,348,348,4.5,3.4,42,2024-04-14T16:05:00Z,PT5M
23,0.16,-136,86,928,783,914,0,9.8,86,928,783,914,14.5,0,44.5,972.6,0,0,0,0,348,348,4.5,3.4,41,2024-04-14T16:10:00Z,PT5M
23,0.16,-138,86,930,792,926,0,9.7,86,930,792,926,14.5,0,43.7,972.6,0,0,0,0,348,347,4.5,3.4,41,2024-04-14T16:15:00Z,PT5M
23,0.16,-140,87,932,800,936,0,9.5,87,932,800,936,14.4,0,43,972.6,0,0,0,0,347,347,4.5,3.4,40,2024-04-14T16:20:00Z,PT5M
23,0.16,-141,87,934,808,946,0,9.3,87,934,808,946,14.4,0,42.2,972.6,0,0,0,0,347,347,4.5,3.4,39,2024-04-14T16:25:00Z,PT5M
23,0.16,-143,87,936,816,956,0,9.1,87,936,816,956,14.3,0,41.5,972.7,0,0,0,0,347,347,4.5,3.4,39,2024-04-14T16:30:00Z,PT5M
23,0.16,-145,88,938,823,965,0,9,88,938,823,965,14.2,0,40.8,972.7,0,0,0,0,346,346,4.5,3.5,38,2024-04-14T16:35:00Z,PT5M
23,0.16,-147,88,940,830,974,0,8.8,88,940,830,974,14.2,0,40.1,972.7,0,0,0,0,346,346,4.5,3.5,38,2024-04-14T16:40:00Z,PT5M
23,0.16,-148,88,942,837,982,0,8.6,88,942,837,982,14.1,0,39.4,972.7,0,0,0,0,346,346,4.5,3.5,37,2024-04-14T16:45:00Z,PT5M
23,0.16,-150,88,943,843,990,0,8.4,88,943,843,990,14,0,38.7,972.7,0,0,0,0,346,346,4.5,3.5,37,2024-04-14T16:50:00Z,PT5M
23,0.16,-152,89,945,849,997,0,8.3,89,945,849,997,14,0,38.1,972.7,0,0,0,0,345,346,4.6,3.5,36,2024-04-14T16:55:00Z,PT5M
24,0.16,-154,89,946,854,1004,0,8.1,89,946,854,1004,13.9,0,37.4,972.8,0,0,0,0,345,345,4.6,3.5,36,2024-04-14T17:00:00Z,PT5M
24,0.16,-156,89,947,859,1010,0,8,89,947,859,1010,13.8,0,37,972.8,0,0,0,0,344,345,4.6,3.5,36,2024-04-14T17:05:00Z,PT5M
24,0.16,-158,89,948,863,1016,0,8,89,948,863,1016,13.8,0,37,972.8,0,0,0,0,343,343,4.6,3.6,35,2024-04-14T17:10:00Z,PT5M
24,0.16,-160,89,949,867,1021,0,8,89,949,867,1021,13.8,0,36.9,972.9,0,0,0,0,341,342,4.6,3.6,35,2024-04-14T17:15:00Z,PT5M
24,0.16,-162,89,950,871,1025,0,8,89,950,871,1025,13.8,0,36.8,972.9,0,0,0,0,340,341,4.6,3.6,35,2024-04-14T17:20:00Z,PT5M
24,0.16,-165,89,950,874,1029,0,8,89,950,874,1029,13.8,0,36.7,972.9,0,0,0,0,339,339,4.7,3.6,34,2024-04-14T17:25:00Z,PT5M
24,0.16,-167,90,951,876,1033,0,8,90,951,876,1033,13.8,0,36.7,973,0,0,0,0,338,338,4.7,3.7,34,2024-04-14T17:30:00Z,PT5M
24,0.16,-169,90,951,879,1035,0,7.9,90,951,879,1035,13.8,0,36.6,973,0,0,0,0,336,337,4.7,3.7,34,2024-04-14T17:35:00Z,PT5M
24,0.16,-171,90,952,881,1038,0,7.9,90,952,881,1038,13.8,0,36.5,973,0,0,0,0,335,336,4.8,3.7,34,2024-04-14T17:40:00Z,PT5M
24,0.16,-173,90,952,882,1040,0,7.9,90,952,882,1040,13.8,0,36.4,973.1,0,0,0,0,334,335,4.8,3.8,34,2024-04-14T17:45:00Z,PT5M
24,0.16,-175,90,952,883,1041,0,7.9,90,952,883,1041,13.8,0,36.4,973.1,0,0,0,0,333,334,4.9,3.8,34,2024-04-14T17:50:00Z,PT5M
24,0.16,-178,90,953,884,1042,0,7.9,90,953,884,1042,13.8,0,36.3,973.1,0,0,0,0,332,332,4.9,3.8,34,2024-04-14T17:55:00Z,PT5M
24,0.16,-180,90,953,884,1042,0,7.9,90,953,884,1042,13.8,0,36.2,973.2,0,0,0,0,330,331,5,3.9,34,2024-04-14T18:00:00Z,PT5M
24,0.16,178,90,953,884,1042,0,7.9,90,953,884,1042,13.8,0,36.1,973.2,0,0,0,0,329,330,5,3.9,34,2024-04-14T18:05:00Z,PT5M
24,0.16,176,90,952,883,1041,0,7.9,90,952,883,1041,13.8,0,36,973.2,0,0,0,0,327,328,5,3.9,34,2024-04-14T18:10:00Z,PT5M
24,0.16,173,90,952,882,1040,0,7.9,90,952,882,1040,13.8,0,35.9,973.3,0,0,0,0,326,327,5,3.9,34,2024-04-14T18:15:00Z,PT5M
24,0.16,171,90,952,881,1038,0,7.8,90,952,881,1038,13.8,0,35.8,973.3,0,0,0,0,324,325,5,4,34,2024-04-14T18:20:00Z,PT5M
24,0.16,169,90,951,879,1036,0,7.8,90,951,879,1036,13.8,0,35.7,973.4,0,0,0,0,323,324,5.1,4,34,2024-04-14T18:25:00Z,PT5M
24,0.16,167,90,951,877,1033,0,7.8,90,951,877,1033,13.8,0,35.6,973.4,0,0,0,0,321,322,5.1,4,34,2024-04-14T18:30:00Z,PT5M
24,0.16,165,90,950,874,1029,0,7.8,90,950,874,1029,13.8,0,35.5,973.4,0,0,0,0,320,321,5.1,4,34,2024-04-14T18:35:00Z,PT5M
24,0.16,163,89,950,871,1025,0,7.8,89,950,871,1025,13.8,0,35.5,973.5,0,0,0,0,318,319,5.2,4.1,35,2024-04-14T18:40:00Z,PT5M
24,0.16,160,89,949,867,1021,0,7.8,89,949,867,1021,13.8,0,35.4,973.5,0,0,0,0,317,318,5.2,4.1,35,2024-04-14T18:45:00Z,PT5M
24,0.16,158,89,948,864,1016,0,7.7,89,948,864,1016,13.8,0,35.3,973.6,0,0,0,0,315,317,5.3,4.1,35,2024-04-14T18:50:00Z,PT5M
24,0.16,156,89,947,859,1010,0,7.7,89,947,859,1010,13.8,0,35.2,973.6,0,0,0,0,314,315,5.3,4.2,36,2024-04-14T18:55:00Z,PT5M
24,0.16,154,89,946,855,1004,0,7.7,89,946,855,1004,13.8,0,35.1,973.6,0,0,0,0,313,314,5.4,4.2,36,2024-04-14T19:00:00Z,PT5M
24,0.16,152,89,945,849,998,0,7.7,89,945,849,998,13.8,0,35.1,973.7,0,0,0,0,312,313,5.4,4.3,36,2024-04-14T19:05:00Z,PT5M
24,0.16,150,89,943,843,990,0,7.7,89,943,843,990,13.9,0,35.1,973.7,0,0,0,0,311,312,5.5,4.3,37,2024-04-14T19:10:00Z,PT5M
24,0.16,148,89,941,837,983,0,7.8,89,941,837,983,14,0,35.2,973.7,0,0,0,0,311,312,5.5,4.3,37,2024-04-14T19:15:00Z,PT5M
24,0.16,147,89,939,831,974,0,7.8,89,939,831,974,14,0,35.2,973.7,0,0,0,0,310,311,5.6,4.3,38,2024-04-14T19:20:00Z,PT5M
24,0.16,145,89,936,824,965,0,7.8,89,936,824,965,14.1,0,35.3,973.7,0,0,0,0,309,310,5.7,4.4,38,2024-04-14T19:25:00Z,PT5M
24,0.16,143,89,934,817,956,0,7.8,89,934,817,956,14.2,0,35.4,973.7,0,0,0,0,309,310,5.7,4.4,39,2024-04-14T19:30:00Z,PT5M
24,0.16,141,89,932,809,946,0,7.9,89,932,809,946,14.3,0,35.4,973.7,0,0,0,0,308,309,5.8,4.4,39,2024-04-14T19:35:00Z,PT5M
24,0.16,140,89,929,801,936,0,7.9,89,929,801,936,14.4,0,35.5,973.7,0,0,0,0,308,309,5.9,4.4,40,2024-04-14T19:40:00Z,PT5M
24,0.16,138,88,926,792,925,0,7.9,88,926,792,925,14.5,0,35.5,973.7,0,0,0,0,307,308,5.9,4.5,41,2024-04-14T19:45:00Z,PT5M
24,0.16,136,88,924,784,914,0,7.9,88,924,784,914,14.5,0,35.6,973.7,0,0,0,0,307,307,6,4.5,41,2024-04-14T19:50:00Z,PT5M
24,0.16,135,88,921,774,902,0,8,88,921,774,902,14.6,0,35.7,973.7,0,0,0,0,306,307,6.1,4.5,42,2024-04-14T19:55:00Z,PT5M
24,0.16,133,88,918,765,890,0,8,88,918,765,890,14.7,0,35.7,973.7,0,0,0,0,306,306,6.1,4.6,42,2024-04-14T20:00:00Z,PT5M
24,0.16,132,88,914,755,878,0,8,88,914,755,878,14.8,0,35.8,973.7,0,0,0,0,306,306,6.2,4.6,43,2024-04-14T20:05:00Z,PT5M
24,0.16,130,88,911,745,865,0,8.1,88,911,745,865,14.9,0,35.9,973.7,0,0,0,0,305,306,6.2,4.6,44,2024-04-14T20:10:00Z,PT5M
24,0.16,129,88,907,734,851,0,8.1,88,907,734,851,15,0,36.1,973.6,0,0,0,0,305,305,6.3,4.6,45,2024-04-14T20:15:00Z,PT5M
24,0.16,127,88,903,723,837,0,8.1,88,903,723,837,15.1,0,36.2,973.6,0,0,0,0,304,305,6.3,4.6,45,2024-04-14T20:20:00Z,PT5M
24,0.16,126,88,899,712,823,0,8.2,88,899,712,823,15.2,0,36.3,973.6,0,0,0,0,304,304,6.3,4.7,46,2024-04-14T20:25:00Z,PT5M
24,0.16,125,88,894,700,808,0,8.2,88,894,700,808,15.3,0,36.4,973.6,0,0,0,0,303,304,6.4,4.7,47,2024-04-14T20:30:00Z,PT5M
24,0.16,123,88,890,689,793,0,8.3,88,890,689,793,15.3,0,36.5,973.6,0,0,0,0,303,303,6.4,4.7,48,2024-04-14T20:35:00Z,PT5M
24,0.16,122,88,885,676,778,0,8.3,88,885,676,778,15.4,0,36.7,973.6,0,0,0,0,303,303,6.5,4.7,48,2024-04-14T20:40:00Z,PT5M
24,0.16,121,88,880,664,762,0,8.4,88,880,664,762,15.5,0,36.8,973.6,0,0,0,0,302,303,6.5,4.7,49,2024-04-14T20:45:00Z,PT5M
24,0.16,119,87,875,651,746,0,8.4,87,875,651,746,15.6,0,36.9,973.6,0,0,0,0,302,302,6.5,4.8,50,2024-04-14T20:50:00Z,PT5M
24,0.16,118,87,869,638,730,0,8.4,87,869,638,730,15.7,0,37,973.6,0,0,0,0,301,302,6.6,4.8,51,2024-04-14T20:55:00Z,PT5M
24,0.16,117,87,864,625,713,0,8.5,87,864,625,713,15.8,0,37.2,973.6,0,0,0,0,301,302,6.6,4.8,51,2024-04-14T21:00:00Z,PT5M
24,0.16,116,87,858,611,696,0,8.6,87,858,611,696,15.9,0,37.5,973.6,0,0,0,0,301,301,6.6,4.8,52,2024-04-14T21:05:00Z,PT5M
24,0.16,115,86,852,597,678,0,8.8,86,852,597,678,16.1,0,38.1,973.6,0,0,0,0,301,301,6.5,4.7,53,2024-04-14T21:10:00Z,PT5M
24,0.16,114,86,845,583,660,0,9,86,845,583,660,16.2,0,38.7,973.6,0,0,0,0,301,301,6.4,4.6,54,2024-04-14T21:15:00Z,PT5M
24,0.16,112,85,839,569,642,0,9.3,85,839,569,642,16.4,0,39.3,973.7,0,0,0,0,301,302,6.3,4.5,55,2024-04-14T21:20:00Z,PT5M
24,0.16,111,85,832,554,624,0,9.5,85,832,554,624,16.5,0,39.9,973.7,0,0,0,0,302,302,6.3,4.4,56,2024-04-14T21:25:00Z,PT5M
24,0.16,110,85,825,540,605,0,9.7,85,825,540,605,16.7,0,40.5,973.7,0,0,0,0,302,302,6.2,4.3,56,2024-04-14T21:30:00Z,PT5M
24,0.16,109,84,817,525,586,0,9.9,84,817,525,586,16.8,0,41.2,973.7,0,0,0,0,302,302,6.1,4.2,57,2024-04-14T21:35:00Z,PT5M
24,0.16,108,83,809,509,567,0,10.1,83,809,509,567,17,0,41.8,973.8,0,0,0,0,302,302,6,4.2,58,2024-04-14T21:40:00Z,PT5M
24,0.16,107,83,801,494,548,0,10.3,83,801,494,548,17.1,0,42.5,973.8,0,0,0,0,303,302,5.9,4.1,59,2024-04-14T21:45:00Z,PT5M
24,0.16,106,82,792,479,529,0,10.6,82,792,479,529,17.3,0,43.1,973.8,0,0,0,0,303,302,5.8,4,60,2024-04-14T21:50:00Z,PT5M
24,0.16,105,81,783,463,509,0,10.8,81,783,463,509,17.4,0,43.8,973.8,0,0,0,0,303,302,5.8,3.9,61,2024-04-14T21:55:00Z,PT5M
24,0.16,104,81,774,447,489,0,11,81,774,447,489,17.6,0,44.5,973.9,0,0,0,0,303,302,5.7,3.8,62,2024-04-14T22:00:00Z,PT5M
24,0.16,103,79,765,431,470,0,11.2,79,765,431,470,17.7,0,45.2,973.9,0,0,0,0,304,302,5.6,3.7,63,2024-04-14T22:05:00Z,PT5M
24,0.16,102,78,757,415,450,0,11.3,78,757,415,450,17.8,0,46,973.9,0,0,0,0,305,303,5.6,3.7,64,2024-04-14T22:10:00Z,PT5M
23,0.16,101,77,748,400,430,0,11.4,77,748,400,430,17.9,0,46.8,974,0,0,0,0,306,304,5.6,3.6,64,2024-04-14T22:15:00Z,PT5M
23,0.16,100,75,738,383,410,0,11.5,75,738,383,410,18,0,47.6,974,0,0,0,0,307,305,5.7,3.6,65,2024-04-14T22:20:00Z,PT5M
23,0.16,99,74,728,367,391,0,11.7,74,728,367,391,18.2,0,48.5,974,0,0,0,0,308,305,5.7,3.5,66,2024-04-14T22:25:00Z,PT5M
23,0.16,99,72,718,351,371,0,11.8,72,718,351,371,18.3,0,49.3,974.1,0,0,0,0,309,306,5.7,3.5,67,2024-04-14T22:30:00Z,PT5M
23,0.16,98,71,707,335,351,0,11.9,71,707,335,351,18.4,0,50.2,974.1,0,0,0,0,310,307,5.7,3.4,68,2024-04-14T22:35:00Z,PT5M
23,0.16,97,69,695,319,331,0,12,69,695,319,331,18.5,0,51.1,974.1,0,0,0,0,311,308,5.7,3.3,69,2024-04-14T22:40:00Z,PT5M
23,0.16,96,67,683,302,311,0,12.2,67,683,302,311,18.6,0,51.9,974.2,0,0,0,0,312,309,5.7,3.3,70,2024-04-14T22:45:00Z,PT5M
22,0.16,95,66,669,286,291,0,12.3,66,669,286,291,18.7,0,52.9,974.2,0,0,0,0,313,310,5.7,3.2,71,2024-04-14T22:50:00Z,PT5M
22,0.16,94,64,656,270,272,0,12.4,64,656,270,272,18.9,0,53.8,974.2,0,0,0,0,314,311,5.8,3.2,72,2024-04-14T22:55:00Z,PT5M
22,0.16,93,62,641,254,252,0,12.5,62,641,254,252,19,0,54.7,974.3,0,0,0,0,315,312,5.8,3.1,73,2024-04-14T23:00:00Z,PT5M
22,0.16,92,59,629,238,233,0,12.6,59,629,238,233,19,0,55.5,974.3,0,0,0,0,316,314,5.8,3.1,73,2024-04-14T23:05:00Z,PT5M
22,0.16,92,56,619,223,215,0,12.6,56,619,223,215,19,0,56.1,974.3,0,0,0,0,318,316,6,3.2,74,2024-04-14T23:10:00Z,PT5M
22,0.16,91,53,608,207,196,0,12.5,53,608,207,196,19.1,0,56.7,974.4,0,0,0,0,321,318,6.1,3.2,75,2024-04-14T23:15:00Z,PT5M
21,0.16,90,50,597,192,178,0,12.5,50,597,192,178,19.1,0,57.4,974.4,0,0,0,0,323,320,6.2,3.3,76,2024-04-14T23:20:00Z,PT5M
21,0.16,89,47,585,177,160,0,12.5,47,585,177,160,19.1,0,58,974.4,0,0,0,0,325,322,6.3,3.4,77,2024-04-14T23:25:00Z,PT5M
21,0.16,88,44,572,162,143,0,12.4,44,572,162,143,19.1,0,58.7,974.5,0,0,0,0,327,324,6.5,3.4,78,2024-04-14T23:30:00Z,PT5M
21,0.16,87,41,558,147,126,0,12.4,41,558,147,126,19.1,0,59.3,974.5,0,0,0,0,329,326,6.6,3.5,79,2024-04-14T23:35:00Z,PT5M
20,0.16,86,37,543,133,109,0,12.4,37,543,133,109,19.1,0,60,974.5,0,0,0,0,330,328,6.8,3.6,80,2024-04-14T23:40:00Z,PT5M
20,0.16,86,34,527,118,92,0,12.3,34,527,118,92,19.1,0,60.7,974.6,0,0,0,0,332,329,7,3.7,81,2024-04-14T23:45:00Z,PT5M
20,0.16,85,31,509,104,77,0,12.3,31,509,104,77,19.1,0,61.4,974.6,0,0,0,0,334,331,7.1,3.8,82,2024-04-14T23:50:00Z,PT5M
20,0.16,84,28,489,90,61,0,12.3,28,489,90,61,19.1,0,62,974.6,0,0,0,0,335,333,7.3,3.8,83,2024-04-14T23:55:00Z,PT5M
20,0.16,83,24,468,77,47,0,12.2,24,468,77,47,19.1,0,62.7,974.7,0,0,0,0,337,334,7.5,3.9,84,2024-04-15T00:00:00Z,PT5M
